detectorType,descriptorType,matcherType,imgIndex,ttcLidar,ttcCamera,lidarPointsSize,kptMatchesSize
FAST,SIFT,MAT_FLANN,28,12.6681,12.469,506,177
FAST,SIFT,MAT_FLANN,30,7.52726,13.5091,476,153
FAST,SIFT,MAT_FLANN,33,9.22618,13.5057,544,178
FAST,SIFT,MAT_FLANN,34,7.60959,10.5876,591,155
FAST,SIFT,MAT_FLANN,35,6.59279,10.7842,582,147
FAST,SIFT,MAT_FLANN,36,10.6294,8.78465,455,155
FAST,SIFT,MAT_FLANN,38,4.99238,12.1627,575,215
FAST,SIFT,MAT_FLANN,39,5.47658,11.1635,603,225
FAST,SIFT,MAT_FLANN,40,5.20724,9.08412,634,209
FAST,SIFT,MAT_FLANN,45,5.60845,8.70682,564,215
FAST,SIFT,MAT_FLANN,47,6.95384,10.2636,500,216
FAST,SIFT,MAT_FLANN,48,nan,13.33,529,198
FAST,SIFT,MAT_FLANN,52,24.656,inf,396,216
FAST,SIFT,MAT_FLANN,53,29.486,inf,411,235
FAST,SIFT,MAT_FLANN,53,2.32789,inf,411,470
FAST,SIFT,MAT_FLANN,54,nan,-8.48963,5,363
FAST,SIFT,MAT_FLANN,55,-2.41361,-7.6754,10,356
FAST,SIFT,MAT_FLANN,55,nan,inf,419,210
FAST,SIFT,MAT_FLANN,56,-2.79273,-9.86765,11,393
FAST,SIFT,MAT_FLANN,56,2.31361,inf,440,210
FAST,SIFT,MAT_FLANN,57,-23.3578,inf,448,226
FAST,SIFT,MAT_FLANN,58,-2.87375,-11.5717,12,371
FAST,SIFT,MAT_FLANN,59,13.8031,inf,452,216
FAST,SIFT,MAT_FLANN,60,-15.3309,inf,416,234
FAST,SIFT,MAT_FLANN,60,17.6,-13.9469,10,394
FAST,SIFT,MAT_FLANN,61,-2.84445,-13.3005,14,383
FAST,SIFT,MAT_FLANN,61,-14.4002,-13.3005,14,766
FAST,SIFT,MAT_FLANN,62,-3.20559,-14.2585,13,376
FAST,SIFT,MAT_FLANN,62,2.31257,inf,440,219
FAST,SIFT,MAT_FLANN,63,-2.56759,-12.8491,16,397
FAST,SIFT,MAT_FLANN,63,-38.2997,-12.8491,16,794
FAST,SIFT,MAT_FLANN,65,2.62604,inf,444,232
FAST,SIFT,MAT_FLANN,68,-110.52,inf,434,238
FAST,SIFT,MAT_FLANN,69,-2.67035,-28.8562,14,415
FAST,SIFT,MAT_FLANN,71,29.3993,inf,442,230
FAST,SIFT,MAT_FLANN,72,88.1064,inf,443,224
FAST,SIFT,MAT_FLANN,73,-220.366,inf,422,230
BRISK,BRISK,MAT_BF,23,8.43069,11.0838,487,199
BRISK,BRISK,MAT_BF,25,7.14768,9.66422,446,196
BRISK,BRISK,MAT_BF,26,9.97707,11.3813,433,229
BRISK,BRISK,MAT_BF,28,12.6681,11.8442,506,235
BRISK,BRISK,MAT_BF,30,7.52726,15.4136,476,226
BRISK,BRISK,MAT_BF,32,10.9404,19.9573,573,222
BRISK,BRISK,MAT_BF,33,9.22618,16.2386,544,215
BRISK,BRISK,MAT_BF,34,7.60959,12.8072,591,211
BRISK,BRISK,MAT_BF,35,6.59279,9.87082,582,216
BRISK,BRISK,MAT_BF,36,10.6294,9.16934,455,224
BRISK,BRISK,MAT_BF,37,7.22569,8.31633,476,201
BRISK,BRISK,MAT_BF,38,4.99238,10.1503,575,267
BRISK,BRISK,MAT_BF,39,5.47658,10.0799,603,290
BRISK,BRISK,MAT_BF,40,5.20724,9.95659,634,291
BRISK,BRISK,MAT_BF,45,5.60845,9.73005,564,276
BRISK,BRISK,MAT_BF,47,6.95384,10.6012,500,273
BRISK,BRISK,MAT_BF,48,nan,12.1583,529,263
BRISK,BRISK,MAT_BF,52,24.656,48.1551,396,307
BRISK,BRISK,MAT_BF,53,29.486,153.774,411,354
BRISK,BRISK,MAT_BF,53,2.32789,153.774,411,708
BRISK,BRISK,MAT_BF,54,nan,-7.88112,5,403
BRISK,BRISK,MAT_BF,55,-2.41361,-7.55154,10,432
BRISK,BRISK,MAT_BF,55,nan,-75.3421,419,279
BRISK,BRISK,MAT_BF,56,-2.79273,-9.58839,11,426
BRISK,BRISK,MAT_BF,56,2.31361,-1086.83,440,274
BRISK,BRISK,MAT_BF,57,2.61059,-963.694,448,351
BRISK,BRISK,MAT_BF,58,-2.87375,-10.8819,12,431
BRISK,BRISK,MAT_BF,59,13.8031,-332.711,452,290
BRISK,BRISK,MAT_BF,59,2.44033,-332.711,452,580
BRISK,BRISK,MAT_BF,60,-15.3309,-850.746,416,359
BRISK,BRISK,MAT_BF,60,17.6,-13.4344,10,433
BRISK,BRISK,MAT_BF,61,88.818,-823.062,408,303
BRISK,BRISK,MAT_BF,62,-3.20559,-12.6899,13,463
BRISK,BRISK,MAT_BF,62,2.31257,-327.522,440,320
BRISK,BRISK,MAT_BF,63,-2.56759,-12.7912,16,476
BRISK,BRISK,MAT_BF,63,-38.2997,-12.7912,16,952
BRISK,BRISK,MAT_BF,68,-110.52,-917.134,434,363
BRISK,BRISK,MAT_BF,69,-2.67035,-28.1673,14,525
BRISK,BRISK,MAT_BF,71,29.3993,-1635.73,442,366
BRISK,BRISK,MAT_BF,72,88.1064,1803.03,443,387
BRISK,BRISK,MAT_BF,73,-220.366,-2069.19,422,390
BRISK,BRIEF,MAT_BF,22,6.80636,10.4884,422,229
BRISK,BRIEF,MAT_BF,23,8.43069,10.4483,487,230
BRISK,BRIEF,MAT_BF,25,7.14768,10.2354,446,218
BRISK,BRIEF,MAT_BF,26,9.97707,10.4538,433,251
BRISK,BRIEF,MAT_BF,28,12.6681,13.2938,506,255
BRISK,BRIEF,MAT_BF,30,7.52726,12.7265,476,235
BRISK,BRIEF,MAT_BF,33,9.22618,16.3695,544,245
BRISK,BRIEF,MAT_BF,34,7.60959,11.0181,591,251
BRISK,BRIEF,MAT_BF,35,6.59279,10.572,582,231
BRISK,BRIEF,MAT_BF,36,10.6294,9.36068,455,248
BRISK,BRIEF,MAT_BF,38,4.99238,10.4734,575,324
BRISK,BRIEF,MAT_BF,39,5.47658,10.0332,603,322
BRISK,BRIEF,MAT_BF,40,5.20724,8.40956,634,311
BRISK,BRIEF,MAT_BF,45,5.60845,8.79866,564,297
BRISK,BRIEF,MAT_BF,47,6.95384,11.4146,500,310
BRISK,BRIEF,MAT_BF,48,14.9666,12.7969,529,285
BRISK,BRIEF,MAT_BF,52,24.656,69.8932,396,330
BRISK,BRIEF,MAT_BF,53,29.486,122.139,411,344
BRISK,BRIEF,MAT_BF,53,2.32789,122.139,411,688
BRISK,BRIEF,MAT_BF,54,nan,-8.87039,5,437
BRISK,BRIEF,MAT_BF,55,-2.41361,-8.36563,10,481
BRISK,BRIEF,MAT_BF,55,nan,-124.226,419,303
BRISK,BRIEF,MAT_BF,56,-2.79273,-9.6766,11,476
BRISK,BRIEF,MAT_BF,56,2.31361,152.071,440,295
BRISK,BRIEF,MAT_BF,57,-23.3578,819.952,448,347
BRISK,BRIEF,MAT_BF,58,-2.87375,-12.5293,12,481
BRISK,BRIEF,MAT_BF,59,13.8031,-169.988,452,318
BRISK,BRIEF,MAT_BF,59,2.44033,-169.988,452,636
BRISK,BRIEF,MAT_BF,60,-15.3309,-1705.86,416,354
BRISK,BRIEF,MAT_BF,60,17.6,-15.3508,10,499
BRISK,BRIEF,MAT_BF,61,-2.84445,-15.5851,14,459
BRISK,BRIEF,MAT_BF,61,-14.4002,-15.5851,14,918
BRISK,BRIEF,MAT_BF,62,-3.20559,-12.9147,13,484
BRISK,BRIEF,MAT_BF,62,2.31257,-289.333,440,337
BRISK,BRIEF,MAT_BF,63,-2.56759,-13.9269,16,510
BRISK,BRIEF,MAT_BF,63,-38.2997,-13.9269,16,1020
BRISK,BRIEF,MAT_BF,68,-110.52,-2106.57,434,356
BRISK,BRIEF,MAT_BF,69,-2.67035,-27.5045,14,549
BRISK,BRIEF,MAT_BF,71,29.3993,-1715.4,442,371
BRISK,BRIEF,MAT_BF,72,88.1064,1471.37,443,357
BRISK,BRIEF,MAT_BF,73,-220.366,-2992.52,422,362
BRISK,ORB,MAT_BF,23,8.43069,10.9176,487,184
BRISK,ORB,MAT_BF,25,7.14768,11.9232,446,194
BRISK,ORB,MAT_BF,26,9.97707,13.4268,433,211
BRISK,ORB,MAT_BF,28,12.6681,12.4214,506,228
BRISK,ORB,MAT_BF,30,7.52726,15.0027,476,218
BRISK,ORB,MAT_BF,32,10.9404,14.4995,573,203
BRISK,ORB,MAT_BF,33,9.22618,16.3566,544,210
BRISK,ORB,MAT_BF,34,7.60959,11.5895,591,199
BRISK,ORB,MAT_BF,35,6.59279,10.3237,582,211
BRISK,ORB,MAT_BF,36,10.6294,9.65419,455,215
BRISK,ORB,MAT_BF,38,4.99238,9.43954,575,253
BRISK,ORB,MAT_BF,39,5.47658,9.13853,603,277
BRISK,ORB,MAT_BF,40,5.20724,9.47333,634,275
BRISK,ORB,MAT_BF,45,5.60845,9.49121,564,270
BRISK,ORB,MAT_BF,47,6.95384,10.5949,500,249
BRISK,ORB,MAT_BF,48,nan,13.0314,529,254
BRISK,ORB,MAT_BF,52,24.656,48.6958,396,295
BRISK,ORB,MAT_BF,53,29.486,139.699,411,342
BRISK,ORB,MAT_BF,53,2.32789,139.699,411,684
BRISK,ORB,MAT_BF,54,nan,-7.90923,5,378
BRISK,ORB,MAT_BF,55,-2.41361,-7.75725,10,397
BRISK,ORB,MAT_BF,55,nan,-117.09,419,258
BRISK,ORB,MAT_BF,56,-2.79273,-9.47686,11,415
BRISK,ORB,MAT_BF,56,2.31361,-2033.72,440,263
BRISK,ORB,MAT_BF,57,-23.3578,1450.95,448,333
BRISK,ORB,MAT_BF,58,-2.87375,-11.154,12,429
BRISK,ORB,MAT_BF,59,13.8031,-1130.25,452,287
BRISK,ORB,MAT_BF,59,2.44033,-1130.25,452,574
BRISK,ORB,MAT_BF,60,-15.3309,-963.387,416,355
BRISK,ORB,MAT_BF,60,17.6,-12.6218,10,417
BRISK,ORB,MAT_BF,61,-2.84445,-12.661,14,410
BRISK,ORB,MAT_BF,61,-14.4002,-12.661,14,820
BRISK,ORB,MAT_BF,62,-3.20559,-13.0897,13,446
BRISK,ORB,MAT_BF,62,2.31257,-381.12,440,311
BRISK,ORB,MAT_BF,63,-2.56759,-13.3762,16,457
BRISK,ORB,MAT_BF,63,-38.2997,-13.3762,16,914
BRISK,ORB,MAT_BF,68,-110.52,-1077.32,434,342
BRISK,ORB,MAT_BF,69,-2.67035,-28.009,14,505
BRISK,ORB,MAT_BF,71,29.3993,-1205.98,442,371
BRISK,ORB,MAT_BF,72,88.1064,2190.11,443,380
BRISK,ORB,MAT_BF,73,-220.366,-1600.25,422,388
BRISK,FREAK,MAT_BF,19,7.64316,10.4688,346,178
BRISK,FREAK,MAT_BF,22,6.80636,10.2171,422,189
BRISK,FREAK,MAT_BF,23,8.43069,10.2667,487,185
BRISK,FREAK,MAT_BF,25,7.14768,12.8923,446,190
BRISK,FREAK,MAT_BF,26,9.97707,11.3001,433,218
BRISK,FREAK,MAT_BF,28,12.6681,11.9229,506,216
BRISK,FREAK,MAT_BF,30,7.52726,16.8915,476,226
BRISK,FREAK,MAT_BF,34,7.60959,12.397,591,204
BRISK,FREAK,MAT_BF,35,6.59279,10.2119,582,194
BRISK,FREAK,MAT_BF,36,10.6294,9.96837,455,209
BRISK,FREAK,MAT_BF,38,4.99238,9.91845,575,270
BRISK,FREAK,MAT_BF,39,5.47658,10.1692,603,281
BRISK,FREAK,MAT_BF,40,5.20724,9.96908,634,257
BRISK,FREAK,MAT_BF,45,5.60845,9.8034,564,243
BRISK,FREAK,MAT_BF,47,6.95384,12.2134,500,251
BRISK,FREAK,MAT_BF,52,24.656,47.9323,396,271
BRISK,FREAK,MAT_BF,53,29.486,141.36,411,313
BRISK,FREAK,MAT_BF,53,2.32789,141.36,411,626
BRISK,FREAK,MAT_BF,54,nan,-9.10043,5,314
BRISK,FREAK,MAT_BF,55,-2.41361,-8.76222,10,336
BRISK,FREAK,MAT_BF,55,nan,-64.3229,419,248
BRISK,FREAK,MAT_BF,56,-2.79273,-10.7353,11,359
BRISK,FREAK,MAT_BF,56,2.31361,-669.109,440,240
BRISK,FREAK,MAT_BF,57,2.61059,934.273,448,285
BRISK,FREAK,MAT_BF,58,-2.87375,-12.4044,12,344
BRISK,FREAK,MAT_BF,59,13.8031,-364.704,452,249
BRISK,FREAK,MAT_BF,60,-15.3309,-1454.45,416,305
BRISK,FREAK,MAT_BF,60,17.6,-13.0959,10,361
BRISK,FREAK,MAT_BF,61,88.818,-202.077,408,267
BRISK,FREAK,MAT_BF,62,-3.20559,-14.05,13,354
BRISK,FREAK,MAT_BF,62,2.31257,-274.45,440,275
BRISK,FREAK,MAT_BF,63,-2.56759,-14.0289,16,398
BRISK,FREAK,MAT_BF,63,-38.2997,-14.0289,16,796
BRISK,FREAK,MAT_BF,68,-110.52,-413.709,434,304
BRISK,FREAK,MAT_BF,69,-2.67035,-28.9041,14,411
BRISK,FREAK,MAT_BF,71,29.3993,-743.867,442,313
BRISK,FREAK,MAT_BF,72,88.1064,1417.96,443,320
BRISK,FREAK,MAT_BF,73,-220.366,-3747.5,422,329
BRISK,SIFT,MAT_FLANN,15,8.09422,14.6332,286,165
BRISK,SIFT,MAT_FLANN,22,6.80636,9.74114,422,226
BRISK,SIFT,MAT_FLANN,23,8.43069,11.401,487,213
BRISK,SIFT,MAT_FLANN,25,7.14768,10.4691,446,228
BRISK,SIFT,MAT_FLANN,26,9.97707,13.5758,433,245
BRISK,SIFT,MAT_FLANN,28,12.6681,17.9666,506,264
BRISK,SIFT,MAT_FLANN,30,7.52726,17.6282,476,238
BRISK,SIFT,MAT_FLANN,33,9.22618,22.2154,544,244
BRISK,SIFT,MAT_FLANN,34,7.60959,13.7481,591,232
BRISK,SIFT,MAT_FLANN,35,6.59279,10.6467,582,238
BRISK,SIFT,MAT_FLANN,36,10.6294,8.76147,455,243
BRISK,SIFT,MAT_FLANN,38,4.99238,11.0368,575,311
BRISK,SIFT,MAT_FLANN,39,5.47658,9.05403,603,330
BRISK,SIFT,MAT_FLANN,40,5.20724,10.6339,634,303
BRISK,SIFT,MAT_FLANN,45,5.60845,8.44134,564,295
BRISK,SIFT,MAT_FLANN,47,6.95384,11.3894,500,277
BRISK,SIFT,MAT_FLANN,48,nan,12.343,529,280
BRISK,SIFT,MAT_FLANN,52,24.656,52.6595,396,315
BRISK,SIFT,MAT_FLANN,53,29.486,160.71,411,357
BRISK,SIFT,MAT_FLANN,53,2.32789,160.71,411,714
BRISK,SIFT,MAT_FLANN,54,nan,-8.46658,5,445
BRISK,SIFT,MAT_FLANN,55,-2.41361,-7.54684,10,449
BRISK,SIFT,MAT_FLANN,55,nan,-69.7511,419,255
BRISK,SIFT,MAT_FLANN,56,-2.79273,-10.1372,11,483
BRISK,SIFT,MAT_FLANN,56,2.31361,-186.475,440,296
BRISK,SIFT,MAT_FLANN,57,2.61059,2359.1,448,372
BRISK,SIFT,MAT_FLANN,58,-2.87375,-10.8739,12,451
BRISK,SIFT,MAT_FLANN,59,13.8031,-419.904,452,318
BRISK,SIFT,MAT_FLANN,60,-15.3309,-981.05,416,379
BRISK,SIFT,MAT_FLANN,60,17.6,-15.2547,10,475
BRISK,SIFT,MAT_FLANN,61,-2.84445,-14.4927,14,464
BRISK,SIFT,MAT_FLANN,61,-14.4002,-14.4927,14,928
BRISK,SIFT,MAT_FLANN,62,-3.20559,-12.2652,13,479
BRISK,SIFT,MAT_FLANN,62,2.31257,-638.732,440,334
BRISK,SIFT,MAT_FLANN,63,-2.56759,-13.1505,16,512
BRISK,SIFT,MAT_FLANN,63,-38.2997,-13.1505,16,1024
BRISK,SIFT,MAT_FLANN,68,-110.52,-1125.12,434,375
BRISK,SIFT,MAT_FLANN,69,-2.67035,-28.1717,14,563
BRISK,SIFT,MAT_FLANN,71,29.3993,-5404.04,442,400
BRISK,SIFT,MAT_FLANN,72,88.1064,1783.18,443,396
BRISK,SIFT,MAT_FLANN,73,-220.366,-1312.97,422,400
ORB,BRISK,MAT_BF,15,8.09422,8.72363,286,43
ORB,BRISK,MAT_BF,23,8.43069,9.2856,487,64
ORB,BRISK,MAT_BF,30,7.52726,15.8915,476,85
ORB,BRISK,MAT_BF,31,10.4382,inf,522,79
ORB,BRISK,MAT_BF,34,7.60959,18.2639,591,56
ORB,BRISK,MAT_BF,50,nan,inf,391,97
ORB,BRISK,MAT_BF,52,nan,inf,396,109
ORB,BRISK,MAT_BF,53,2.32789,inf,411,107
ORB,BRISK,MAT_BF,54,nan,-374.826,5,49
ORB,BRISK,MAT_BF,54,2.41475,inf,420,107
ORB,BRISK,MAT_BF,55,-2.41361,-16.2796,10,43
ORB,BRISK,MAT_BF,56,-2.79273,-10.6444,11,49
ORB,BRISK,MAT_BF,58,-2.87375,inf,12,55
ORB,BRISK,MAT_BF,58,24.1999,inf,12,110
ORB,BRISK,MAT_BF,60,-2.87798,-26.3461,10,54
ORB,BRISK,MAT_BF,61,-2.84445,-18.1309,14,49
ORB,BRISK,MAT_BF,61,3.28962,inf,408,99
ORB,BRISK,MAT_BF,62,-3.20559,inf,13,57
ORB,BRISK,MAT_BF,62,2.31257,inf,440,103
ORB,BRISK,MAT_BF,63,-2.56759,inf,16,54
ORB,BRISK,MAT_BF,63,2.59647,inf,427,108
ORB,BRISK,MAT_BF,64,2.45333,inf,418,105
ORB,BRISK,MAT_BF,67,16.3429,inf,16,50
ORB,BRISK,MAT_BF,69,-2.67035,inf,14,50
ORB,BRISK,MAT_BF,70,153.011,inf,12,47
ORB,BRISK,MAT_BF,71,65.4717,inf,14,50
ORB,BRIEF,MAT_BF,14,10.9678,9.88105,305,42
ORB,BRIEF,MAT_BF,15,8.09422,8.94125,286,30
ORB,BRIEF,MAT_BF,23,8.43069,11.3948,487,54
ORB,BRIEF,MAT_BF,30,7.52726,22.4397,476,46
ORB,BRIEF,MAT_BF,38,4.99238,12.2984,575,52
ORB,BRIEF,MAT_BF,49,nan,inf,468,79
ORB,BRIEF,MAT_BF,52,nan,inf,396,94
ORB,BRIEF,MAT_BF,53,2.32789,inf,411,80
ORB,BRIEF,MAT_BF,54,nan,-356.822,5,31
ORB,BRIEF,MAT_BF,55,-2.41361,-20.0318,10,46
ORB,BRIEF,MAT_BF,56,-2.79273,-24.3917,11,35
ORB,BRIEF,MAT_BF,57,-51.2983,-39.3494,10,38
ORB,BRIEF,MAT_BF,58,-2.87375,-20.8254,12,35
ORB,BRIEF,MAT_BF,59,13.8031,inf,452,71
ORB,BRIEF,MAT_BF,59,-115.045,-172.9,12,43
ORB,BRIEF,MAT_BF,60,-2.87798,-251.782,10,50
ORB,BRIEF,MAT_BF,61,-2.84445,-12044.1,14,40
ORB,BRIEF,MAT_BF,61,3.28962,inf,408,88
ORB,BRIEF,MAT_BF,62,-3.20559,-31.547,13,47
ORB,BRIEF,MAT_BF,62,2.31257,inf,440,86
ORB,BRIEF,MAT_BF,63,-2.56759,inf,16,41
ORB,BRIEF,MAT_BF,64,2.45333,inf,418,97
ORB,BRIEF,MAT_BF,65,2.62604,inf,444,92
ORB,BRIEF,MAT_BF,67,16.3429,inf,16,41
ORB,BRIEF,MAT_BF,68,2.85225,inf,434,87
ORB,BRIEF,MAT_BF,69,-2.67035,inf,14,42
ORB,BRIEF,MAT_BF,71,65.4717,inf,14,40
ORB,ORB,MAT_BF,15,8.09422,11.3627,286,48
ORB,ORB,MAT_BF,16,8.81392,11.3484,288,50
ORB,ORB,MAT_BF,23,8.43069,10.6236,487,66
ORB,ORB,MAT_BF,30,7.52726,57.838,476,75
ORB,ORB,MAT_BF,37,7.22569,7.21379,476,44
ORB,ORB,MAT_BF,38,4.99238,12.2676,575,75
ORB,ORB,MAT_BF,52,nan,inf,396,121
ORB,ORB,MAT_BF,53,2.32789,inf,411,124
ORB,ORB,MAT_BF,54,nan,-569.512,5,57
ORB,ORB,MAT_BF,55,-2.41361,-45.1717,10,53
ORB,ORB,MAT_BF,56,-2.79273,-13.7506,11,58
ORB,ORB,MAT_BF,56,2.31361,inf,440,105
ORB,ORB,MAT_BF,57,-51.2983,inf,10,59
ORB,ORB,MAT_BF,58,-2.87375,-1.2328e+06,12,63
ORB,ORB,MAT_BF,58,24.1999,-1.2328e+06,12,126
ORB,ORB,MAT_BF,60,-2.87798,inf,10,64
ORB,ORB,MAT_BF,61,-2.84445,inf,14,59
ORB,ORB,MAT_BF,61,3.28962,inf,408,112
ORB,ORB,MAT_BF,62,-3.20559,inf,13,66
ORB,ORB,MAT_BF,62,2.31257,inf,440,111
ORB,ORB,MAT_BF,63,-2.56759,inf,16,67
ORB,ORB,MAT_BF,63,2.59647,inf,427,122
ORB,ORB,MAT_BF,64,-41.883,inf,12,68
ORB,ORB,MAT_BF,65,2.62604,inf,444,118
ORB,ORB,MAT_BF,69,-2.67035,inf,14,66
ORB,ORB,MAT_BF,71,65.4717,inf,14,64
ORB,FREAK,MAT_BF,15,8.09422,8.68505,286,29
ORB,FREAK,MAT_BF,18,8.30978,16.8655,295,28
ORB,FREAK,MAT_BF,23,8.43069,12.3403,487,35
ORB,FREAK,MAT_BF,30,7.52726,19.5555,476,43
ORB,FREAK,MAT_BF,34,7.60959,444.319,591,29
ORB,FREAK,MAT_BF,37,7.22569,9.01707,476,17
ORB,FREAK,MAT_BF,52,nan,-18.8764,396,51
ORB,FREAK,MAT_BF,53,2.32789,inf,411,51
ORB,FREAK,MAT_BF,54,nan,-4.73172,5,15
ORB,FREAK,MAT_BF,54,2.41475,inf,420,57
ORB,FREAK,MAT_BF,55,-2.41361,-4.83004,10,15
ORB,FREAK,MAT_BF,56,-2.79273,-9.16636,11,20
ORB,FREAK,MAT_BF,58,-2.87375,inf,12,17
ORB,FREAK,MAT_BF,58,24.1999,inf,12,34
ORB,FREAK,MAT_BF,59,2.44033,inf,452,54
ORB,FREAK,MAT_BF,60,-2.87798,-20.5022,10,19
ORB,FREAK,MAT_BF,61,-2.84445,-11.6181,14,17
ORB,FREAK,MAT_BF,62,-3.20559,inf,13,20
ORB,FREAK,MAT_BF,62,19.1002,inf,13,40
ORB,FREAK,MAT_BF,63,-2.56759,inf,16,21
ORB,FREAK,MAT_BF,63,2.59647,inf,427,56
ORB,FREAK,MAT_BF,64,2.45333,inf,418,54
ORB,FREAK,MAT_BF,66,2.60947,inf,426,55
ORB,FREAK,MAT_BF,69,-2.67035,nan,14,18
ORB,FREAK,MAT_BF,70,153.011,nan,12,19
ORB,SIFT,MAT_FLANN,20,4.73885,9.64005,423,64
ORB,SIFT,MAT_FLANN,23,8.43069,12.5955,487,66
ORB,SIFT,MAT_FLANN,30,7.52726,30.5132,476,79
ORB,SIFT,MAT_FLANN,35,6.59279,9.90298,582,52
ORB,SIFT,MAT_FLANN,37,7.22569,6.89616,476,46
ORB,SIFT,MAT_FLANN,38,4.99238,11.4512,575,85
ORB,SIFT,MAT_FLANN,52,nan,inf,396,120
ORB,SIFT,MAT_FLANN,53,2.32789,inf,411,122
ORB,SIFT,MAT_FLANN,54,nan,-823.963,5,60
ORB,SIFT,MAT_FLANN,55,-2.41361,-172.861,10,55
ORB,SIFT,MAT_FLANN,56,-2.79273,-13.5674,11,60
ORB,SIFT,MAT_FLANN,56,2.31361,inf,440,110
ORB,SIFT,MAT_FLANN,57,-51.2983,-9286.42,10,61
ORB,SIFT,MAT_FLANN,58,-2.87375,inf,12,66
ORB,SIFT,MAT_FLANN,58,24.1999,inf,12,132
ORB,SIFT,MAT_FLANN,60,-2.87798,inf,10,65
ORB,SIFT,MAT_FLANN,61,-2.84445,inf,14,62
ORB,SIFT,MAT_FLANN,61,3.28962,inf,408,106
ORB,SIFT,MAT_FLANN,62,-3.20559,inf,13,70
ORB,SIFT,MAT_FLANN,62,2.31257,inf,440,114
ORB,SIFT,MAT_FLANN,63,-2.56759,inf,16,68
ORB,SIFT,MAT_FLANN,63,-38.2997,inf,16,136
ORB,SIFT,MAT_FLANN,64,-41.883,inf,12,67
ORB,SIFT,MAT_FLANN,65,2.62604,inf,444,114
ORB,SIFT,MAT_FLANN,69,-2.67035,inf,14,64
ORB,SIFT,MAT_FLANN,71,65.4717,inf,14,64
AKAZE,BRISK,MAT_BF,22,6.80636,8.01513,422,132
AKAZE,BRISK,MAT_BF,25,7.14768,9.04064,446,127
AKAZE,BRISK,MAT_BF,26,9.97707,9.43958,433,143
AKAZE,BRISK,MAT_BF,28,12.6681,9.52861,506,147
AKAZE,BRISK,MAT_BF,29,7.25063,9.42024,441,142
AKAZE,BRISK,MAT_BF,30,7.52726,9.36012,476,138
AKAZE,BRISK,MAT_BF,33,9.22618,10.532,544,157
AKAZE,BRISK,MAT_BF,35,6.59279,8.4454,582,145
AKAZE,BRISK,MAT_BF,36,10.6294,7.73892,455,146
AKAZE,BRISK,MAT_BF,38,4.99238,9.5641,575,201
AKAZE,BRISK,MAT_BF,39,5.47658,9.89793,603,193
AKAZE,BRISK,MAT_BF,40,5.20724,8.71341,634,196
AKAZE,BRISK,MAT_BF,45,5.60845,8.72196,564,193
AKAZE,BRISK,MAT_BF,47,6.95384,10.3939,500,203
AKAZE,BRISK,MAT_BF,48,nan,11.4836,529,189
AKAZE,BRISK,MAT_BF,49,-149.754,14.2335,468,218
AKAZE,BRISK,MAT_BF,52,24.656,41.2163,396,215
AKAZE,BRISK,MAT_BF,53,29.486,120.476,411,218
AKAZE,BRISK,MAT_BF,53,2.32789,120.476,411,436
AKAZE,BRISK,MAT_BF,54,nan,-10.0762,5,229
AKAZE,BRISK,MAT_BF,55,-2.41361,-11.7473,10,239
AKAZE,BRISK,MAT_BF,55,nan,-77.3267,419,210
AKAZE,BRISK,MAT_BF,56,-2.79273,-14.1266,11,248
AKAZE,BRISK,MAT_BF,56,2.31361,4688.43,440,216
AKAZE,BRISK,MAT_BF,57,-23.3578,-382.946,448,222
AKAZE,BRISK,MAT_BF,58,-2.87375,-17.8077,12,245
AKAZE,BRISK,MAT_BF,59,13.8031,-282.973,452,221
AKAZE,BRISK,MAT_BF,59,2.44033,-282.973,452,442
AKAZE,BRISK,MAT_BF,60,-15.3309,-339.81,416,225
AKAZE,BRISK,MAT_BF,60,2.85,-339.81,416,450
AKAZE,BRISK,MAT_BF,61,-2.84445,-21.6958,14,249
AKAZE,BRISK,MAT_BF,61,-14.4002,-21.6958,14,498
AKAZE,BRISK,MAT_BF,62,-3.20559,-18.1658,13,254
AKAZE,BRISK,MAT_BF,62,2.31257,-406.761,440,227
AKAZE,BRISK,MAT_BF,63,-2.56759,-19.452,16,270
AKAZE,BRISK,MAT_BF,63,-38.2997,-19.452,16,540
AKAZE,BRISK,MAT_BF,68,-110.52,-449.351,434,229
AKAZE,BRISK,MAT_BF,69,-2.67035,-41.4651,14,279
AKAZE,BRISK,MAT_BF,71,29.3993,-1314.51,442,243
AKAZE,BRISK,MAT_BF,72,88.1064,2188.31,443,245
AKAZE,BRISK,MAT_BF,73,-220.366,-1972.8,422,243
AKAZE,BRIEF,MAT_BF,22,6.80636,7.9003,422,145
AKAZE,BRIEF,MAT_BF,23,8.43069,9.11179,487,136
AKAZE,BRIEF,MAT_BF,25,7.14768,9.98856,446,145
AKAZE,BRIEF,MAT_BF,26,9.97707,10.734,433,157
AKAZE,BRIEF,MAT_BF,28,12.6681,9.63105,506,155
AKAZE,BRIEF,MAT_BF,30,7.52726,10.1435,476,154
AKAZE,BRIEF,MAT_BF,33,9.22618,11.0728,544,165
AKAZE,BRIEF,MAT_BF,34,7.60959,9.64134,591,150
AKAZE,BRIEF,MAT_BF,35,6.59279,8.88028,582,148
AKAZE,BRIEF,MAT_BF,36,10.6294,7.9785,455,149
AKAZE,BRIEF,MAT_BF,38,4.99238,10.0102,575,193
