detectorType,descriptorType,matcherType,imgIndex,ttcLidar,ttcCamera,lidarPointsSize,kptMatchesSize
AKAZE,BRIEF,MAT_BF,39,5.47658,9.96377,603,204
AKAZE,BRIEF,MAT_BF,40,5.20724,9.16664,634,205
AKAZE,BRIEF,MAT_BF,45,5.60845,8.59629,564,194
AKAZE,BRIEF,MAT_BF,47,6.95384,10.7272,500,203
AKAZE,BRIEF,MAT_BF,48,nan,11.95,529,190
AKAZE,BRIEF,MAT_BF,52,24.656,44.9371,396,220
AKAZE,BRIEF,MAT_BF,53,29.486,138.837,411,225
AKAZE,BRIEF,MAT_BF,53,2.32789,138.837,411,450
AKAZE,BRIEF,MAT_BF,54,nan,-10.2198,5,221
AKAZE,BRIEF,MAT_BF,55,-2.41361,-12.8096,10,230
AKAZE,BRIEF,MAT_BF,55,nan,-84.7139,419,208
AKAZE,BRIEF,MAT_BF,56,-2.79273,-15.889,11,241
AKAZE,BRIEF,MAT_BF,56,2.31361,2545.4,440,217
AKAZE,BRIEF,MAT_BF,57,-23.3578,-501.002,448,220
AKAZE,BRIEF,MAT_BF,58,-2.87375,-17.7136,12,245
AKAZE,BRIEF,MAT_BF,59,13.8031,-258.977,452,215
AKAZE,BRIEF,MAT_BF,59,2.44033,-258.977,452,430
AKAZE,BRIEF,MAT_BF,60,-15.3309,-391.411,416,233
AKAZE,BRIEF,MAT_BF,60,17.6,-20.6307,10,251
AKAZE,BRIEF,MAT_BF,61,-2.84445,-19.7603,14,243
AKAZE,BRIEF,MAT_BF,61,-14.4002,-19.7603,14,486
AKAZE,BRIEF,MAT_BF,62,-3.20559,-18.7552,13,248
AKAZE,BRIEF,MAT_BF,62,2.31257,-290.661,440,231
AKAZE,BRIEF,MAT_BF,63,-2.56759,-19.2673,16,260
AKAZE,BRIEF,MAT_BF,63,-38.2997,-19.2673,16,520
AKAZE,BRIEF,MAT_BF,68,-110.52,-478.381,434,231
AKAZE,BRIEF,MAT_BF,69,-2.67035,-45.1997,14,255
AKAZE,BRIEF,MAT_BF,71,29.3993,-859.453,442,251
AKAZE,BRIEF,MAT_BF,72,88.1064,1260.01,443,254
AKAZE,BRIEF,MAT_BF,73,-220.366,-1917.32,422,243
AKAZE,ORB,MAT_BF,11,10.4914,12.2031,300,106
AKAZE,ORB,MAT_BF,22,6.80636,7.87244,422,130
AKAZE,ORB,MAT_BF,23,8.43069,8.90685,487,132
AKAZE,ORB,MAT_BF,25,7.14768,9.42098,446,129
AKAZE,ORB,MAT_BF,26,9.97707,10.8069,433,142
AKAZE,ORB,MAT_BF,28,nan,9.29159,506,149
AKAZE,ORB,MAT_BF,30,7.52726,9.93169,476,131
AKAZE,ORB,MAT_BF,33,9.22618,11.167,544,147
AKAZE,ORB,MAT_BF,35,6.59279,8.80416,582,135
AKAZE,ORB,MAT_BF,36,10.6294,7.58082,455,130
AKAZE,ORB,MAT_BF,38,4.99238,9.43078,575,174
AKAZE,ORB,MAT_BF,39,5.47658,9.75358,603,183
AKAZE,ORB,MAT_BF,40,5.20724,8.69139,634,184
AKAZE,ORB,MAT_BF,45,5.60845,8.58677,564,181
AKAZE,ORB,MAT_BF,47,6.95384,10.3144,500,186
AKAZE,ORB,MAT_BF,48,nan,11.6111,529,168
AKAZE,ORB,MAT_BF,49,-149.754,15.3061,468,190
AKAZE,ORB,MAT_BF,52,24.656,48.2726,396,204
AKAZE,ORB,MAT_BF,53,29.486,111.38,411,213
AKAZE,ORB,MAT_BF,53,2.32789,111.38,411,426
AKAZE,ORB,MAT_BF,54,nan,-10.4786,5,205
AKAZE,ORB,MAT_BF,55,-2.41361,-12.4335,10,215
AKAZE,ORB,MAT_BF,55,nan,-85.1193,419,191
AKAZE,ORB,MAT_BF,56,-2.79273,-15.0217,11,232
AKAZE,ORB,MAT_BF,56,2.31361,1953.81,440,207
AKAZE,ORB,MAT_BF,57,-23.3578,-451.94,448,209
AKAZE,ORB,MAT_BF,58,-2.87375,-19.1276,12,220
AKAZE,ORB,MAT_BF,59,13.8031,-323.933,452,207
AKAZE,ORB,MAT_BF,59,2.44033,-323.933,452,414
AKAZE,ORB,MAT_BF,60,-15.3309,-327.737,416,221
AKAZE,ORB,MAT_BF,60,2.85,-327.737,416,442
AKAZE,ORB,MAT_BF,61,-2.84445,-19.9824,14,230
AKAZE,ORB,MAT_BF,61,-14.4002,-19.9824,14,460
AKAZE,ORB,MAT_BF,62,-3.20559,-19.9809,13,231
AKAZE,ORB,MAT_BF,62,2.31257,-265.24,440,216
AKAZE,ORB,MAT_BF,63,-2.56759,-19.9909,16,243
AKAZE,ORB,MAT_BF,63,-38.2997,-19.9909,16,486
AKAZE,ORB,MAT_BF,68,-110.52,-509.615,434,222
AKAZE,ORB,MAT_BF,69,-2.67035,-44.4159,14,256
AKAZE,ORB,MAT_BF,71,29.3993,-1746.86,442,241
AKAZE,ORB,MAT_BF,72,88.1064,1724.64,443,248
AKAZE,ORB,MAT_BF,73,-220.366,-1889.89,422,244
AKAZE,FREAK,MAT_BF,22,6.80636,7.97853,422,134
AKAZE,FREAK,MAT_BF,25,7.14768,8.83457,446,122
AKAZE,FREAK,MAT_BF,26,9.97707,10.4635,433,142
AKAZE,FREAK,MAT_BF,28,12.6681,9.65681,506,137
AKAZE,FREAK,MAT_BF,30,7.52726,9.33738,476,139
AKAZE,FREAK,MAT_BF,33,9.22618,10.7646,544,150
AKAZE,FREAK,MAT_BF,34,7.60959,9.43737,591,133
AKAZE,FREAK,MAT_BF,35,6.59279,8.75381,582,138
AKAZE,FREAK,MAT_BF,36,10.6294,8.0306,455,132
AKAZE,FREAK,MAT_BF,38,4.99238,9.23408,575,192
AKAZE,FREAK,MAT_BF,39,5.47658,9.61811,603,184
AKAZE,FREAK,MAT_BF,40,5.20724,8.64496,634,194
AKAZE,FREAK,MAT_BF,47,6.95384,10.7831,500,189
AKAZE,FREAK,MAT_BF,48,nan,11.9502,529,183
AKAZE,FREAK,MAT_BF,49,-149.754,13.4618,468,202
AKAZE,FREAK,MAT_BF,52,24.656,39.3599,396,204
AKAZE,FREAK,MAT_BF,53,29.486,140.211,411,221
AKAZE,FREAK,MAT_BF,53,2.32789,140.211,411,442
AKAZE,FREAK,MAT_BF,54,nan,-10.6795,5,210
AKAZE,FREAK,MAT_BF,55,-2.41361,-12.1047,10,209
AKAZE,FREAK,MAT_BF,56,-2.79273,-15.0753,11,232
AKAZE,FREAK,MAT_BF,56,2.31361,-948.162,440,210
AKAZE,FREAK,MAT_BF,57,-23.3578,-769.557,448,216
AKAZE,FREAK,MAT_BF,58,-2.87375,-18.9383,12,218
AKAZE,FREAK,MAT_BF,59,13.8031,-284.322,452,209
AKAZE,FREAK,MAT_BF,59,2.44033,-284.322,452,418
AKAZE,FREAK,MAT_BF,60,-15.3309,-470.875,416,216
AKAZE,FREAK,MAT_BF,60,2.85,-470.875,416,432
AKAZE,FREAK,MAT_BF,61,-2.84445,-21.5327,14,239
AKAZE,FREAK,MAT_BF,61,-14.4002,-21.5327,14,478
AKAZE,FREAK,MAT_BF,62,-3.20559,-18.1706,13,232
AKAZE,FREAK,MAT_BF,62,2.31257,-383.807,440,218
AKAZE,FREAK,MAT_BF,63,-2.56759,-20.576,16,259
AKAZE,FREAK,MAT_BF,63,-38.2997,-20.576,16,518
AKAZE,FREAK,MAT_BF,68,-110.52,-576.178,434,222
AKAZE,FREAK,MAT_BF,69,-2.67035,-46.1564,14,253
AKAZE,FREAK,MAT_BF,71,29.3993,-1363.37,442,237
AKAZE,FREAK,MAT_BF,72,88.1064,2136.05,443,249
AKAZE,FREAK,MAT_BF,73,-220.366,-2034.09,422,242
AKAZE,AKAZE,MAT_BF,3,16.963,12.8637,321,117
AKAZE,AKAZE,MAT_BF,22,6.80636,8.15812,422,137
AKAZE,AKAZE,MAT_BF,23,8.43069,9.00611,487,138
AKAZE,AKAZE,MAT_BF,25,7.14768,8.98511,446,141
AKAZE,AKAZE,MAT_BF,26,9.97707,10.7064,433,161
AKAZE,AKAZE,MAT_BF,28,12.6681,9.95914,506,156
AKAZE,AKAZE,MAT_BF,30,7.52726,9.58465,476,148
AKAZE,AKAZE,MAT_BF,35,6.59279,8.61019,582,142
AKAZE,AKAZE,MAT_BF,36,10.6294,7.50483,455,142
AKAZE,AKAZE,MAT_BF,38,4.99238,9.83075,575,191
AKAZE,AKAZE,MAT_BF,39,5.47658,10.3032,603,199
AKAZE,AKAZE,MAT_BF,40,5.20724,8.32707,634,207
AKAZE,AKAZE,MAT_BF,47,6.95384,10.1969,500,202
AKAZE,AKAZE,MAT_BF,48,nan,11.7105,529,178
AKAZE,AKAZE,MAT_BF,52,24.656,40.0534,396,209
AKAZE,AKAZE,MAT_BF,53,29.486,130.916,411,214
AKAZE,AKAZE,MAT_BF,53,2.32789,130.916,411,428
AKAZE,AKAZE,MAT_BF,54,nan,-9.94933,5,223
AKAZE,AKAZE,MAT_BF,55,-2.41361,-11.3251,10,232
AKAZE,AKAZE,MAT_BF,55,nan,-73.6934,419,211
AKAZE,AKAZE,MAT_BF,56,-2.79273,-14.0682,11,252
AKAZE,AKAZE,MAT_BF,56,2.31361,63011.8,440,212
AKAZE,AKAZE,MAT_BF,57,-23.3578,-553.812,448,223
AKAZE,AKAZE,MAT_BF,58,-2.87375,-18.5251,12,248
AKAZE,AKAZE,MAT_BF,59,13.8031,-382.322,452,224
AKAZE,AKAZE,MAT_BF,59,2.44033,-382.322,452,448
AKAZE,AKAZE,MAT_BF,60,-15.3309,-343.168,416,228
AKAZE,AKAZE,MAT_BF,60,2.85,-343.168,416,456
AKAZE,AKAZE,MAT_BF,61,-2.84445,-18.8355,14,253
AKAZE,AKAZE,MAT_BF,61,-14.4002,-18.8355,14,506
AKAZE,AKAZE,MAT_BF,62,-3.20559,-18.3342,13,251
AKAZE,AKAZE,MAT_BF,62,2.31257,-288.222,440,226
AKAZE,AKAZE,MAT_BF,63,-2.56759,-18.2553,16,270
AKAZE,AKAZE,MAT_BF,63,-38.2997,-18.2553,16,540
AKAZE,AKAZE,MAT_BF,68,-110.52,-555.473,434,232
AKAZE,AKAZE,MAT_BF,69,-2.67035,-43.7144,14,271
AKAZE,AKAZE,MAT_BF,71,29.3993,-1203.33,442,247
AKAZE,AKAZE,MAT_BF,72,88.1064,2056.45,443,255
AKAZE,AKAZE,MAT_BF,73,-220.366,-2241.14,422,245
AKAZE,SIFT,MAT_FLANN,22,6.80636,7.8617,422,136
AKAZE,SIFT,MAT_FLANN,23,8.43069,8.85379,487,146
AKAZE,SIFT,MAT_FLANN,25,7.14768,9.58893,446,143
AKAZE,SIFT,MAT_FLANN,26,9.97707,10.5419,433,155
AKAZE,SIFT,MAT_FLANN,28,12.6681,9.54776,506,157
AKAZE,SIFT,MAT_FLANN,30,7.52726,10.0244,476,155
AKAZE,SIFT,MAT_FLANN,33,9.22618,10.7096,544,168
AKAZE,SIFT,MAT_FLANN,35,6.59279,8.4628,582,153
AKAZE,SIFT,MAT_FLANN,36,10.6294,7.60183,455,149
AKAZE,SIFT,MAT_FLANN,38,4.99238,10.4156,575,202
AKAZE,SIFT,MAT_FLANN,39,5.47658,10.3797,603,206
AKAZE,SIFT,MAT_FLANN,40,5.20724,8.89881,634,205
AKAZE,SIFT,MAT_FLANN,45,5.60845,8.57413,564,194
AKAZE,SIFT,MAT_FLANN,47,6.95384,10.0988,500,203
AKAZE,SIFT,MAT_FLANN,48,nan,11.8383,529,188
AKAZE,SIFT,MAT_FLANN,49,-149.754,14.3465,468,211
AKAZE,SIFT,MAT_FLANN,52,24.656,42.0577,396,220
AKAZE,SIFT,MAT_FLANN,53,29.486,133.692,411,218
AKAZE,SIFT,MAT_FLANN,53,2.32789,133.692,411,436
AKAZE,SIFT,MAT_FLANN,54,nan,-9.94057,5,239
AKAZE,SIFT,MAT_FLANN,55,-2.41361,-11.2877,10,239
AKAZE,SIFT,MAT_FLANN,55,nan,-71.6884,419,220
AKAZE,SIFT,MAT_FLANN,56,-2.79273,-14.4324,11,255
AKAZE,SIFT,MAT_FLANN,56,2.31361,-2009.22,440,217
AKAZE,SIFT,MAT_FLANN,57,-23.3578,-563.801,448,225
AKAZE,SIFT,MAT_FLANN,58,-2.87375,-17.4182,12,254
AKAZE,SIFT,MAT_FLANN,59,13.8031,-307.428,452,225
AKAZE,SIFT,MAT_FLANN,59,2.44033,-307.428,452,450
AKAZE,SIFT,MAT_FLANN,60,-15.3309,-359.203,416,232
AKAZE,SIFT,MAT_FLANN,60,2.85,-359.203,416,464
AKAZE,SIFT,MAT_FLANN,61,-2.84445,-19.7526,14,259
AKAZE,SIFT,MAT_FLANN,61,-14.4002,-19.7526,14,518
AKAZE,SIFT,MAT_FLANN,62,-3.20559,-18.9069,13,262
AKAZE,SIFT,MAT_FLANN,62,2.31257,-340.677,440,228
AKAZE,SIFT,MAT_FLANN,63,-2.56759,-18.5512,16,273
AKAZE,SIFT,MAT_FLANN,63,-38.2997,-18.5512,16,546
AKAZE,SIFT,MAT_FLANN,68,-110.52,-495.151,434,231
AKAZE,SIFT,MAT_FLANN,69,-2.67035,-42.7052,14,277
AKAZE,SIFT,MAT_FLANN,71,29.3993,-1371.04,442,246
AKAZE,SIFT,MAT_FLANN,72,88.1064,1676.55,443,252
AKAZE,SIFT,MAT_FLANN,73,-220.366,-1810.9,422,248
SIFT,BRISK,MAT_BF,23,8.43069,9.17095,487,74
SIFT,BRISK,MAT_BF,25,7.14768,9.82329,446,81
SIFT,BRISK,MAT_BF,26,9.97707,9.82827,433,91
SIFT,BRISK,MAT_BF,27,7.06,9.09592,491,97
SIFT,BRISK,MAT_BF,28,12.6681,10.2888,506,90
SIFT,BRISK,MAT_BF,29,7.25063,10.4982,441,80
SIFT,BRISK,MAT_BF,30,7.52726,11.8133,476,90
SIFT,BRISK,MAT_BF,34,7.60959,9.2144,591,93
SIFT,BRISK,MAT_BF,35,6.59279,8.85681,582,88
SIFT,BRISK,MAT_BF,36,10.6294,7.64882,455,113
SIFT,BRISK,MAT_BF,38,4.99238,7.70263,575,128
SIFT,BRISK,MAT_BF,39,5.47658,7.83421,603,127
SIFT,BRISK,MAT_BF,40,5.20724,7.52968,634,123
SIFT,BRISK,MAT_BF,41,5.16145,7.32965,579,105
SIFT,BRISK,MAT_BF,45,5.60845,7.72981,564,121
SIFT,BRISK,MAT_BF,47,6.95384,8.97435,500,121
SIFT,BRISK,MAT_BF,48,nan,10.3431,529,111
SIFT,BRISK,MAT_BF,49,-149.754,11.822,468,140
SIFT,BRISK,MAT_BF,52,24.656,33.8482,396,113
SIFT,BRISK,MAT_BF,53,29.486,84.5664,411,143
SIFT,BRISK,MAT_BF,53,2.32789,84.5664,411,286
SIFT,BRISK,MAT_BF,54,nan,-5.16277,5,239
SIFT,BRISK,MAT_BF,55,-2.41361,-5.76859,10,238
SIFT,BRISK,MAT_BF,55,nan,-85.7678,419,141
SIFT,BRISK,MAT_BF,56,-2.79273,-7.37133,11,266
SIFT,BRISK,MAT_BF,56,2.31361,212.065,440,133
SIFT,BRISK,MAT_BF,57,-23.3578,2323.13,448,118
SIFT,BRISK,MAT_BF,58,-2.87375,-9.52805,12,255
SIFT,BRISK,MAT_BF,59,13.8031,-270.711,452,127
SIFT,BRISK,MAT_BF,59,2.44033,-270.711,452,254
SIFT,BRISK,MAT_BF,60,-15.3309,-554.908,416,144
SIFT,BRISK,MAT_BF,60,2.85,-554.908,416,288
SIFT,BRISK,MAT_BF,61,-2.84445,-11.2192,14,272
SIFT,BRISK,MAT_BF,61,-14.4002,-11.2192,14,544
SIFT,BRISK,MAT_BF,62,-3.20559,-10.3969,13,254
SIFT,BRISK,MAT_BF,62,2.31257,974.862,440,130
SIFT,BRISK,MAT_BF,63,-2.56759,-10.7461,16,278
SIFT,BRISK,MAT_BF,63,-38.2997,-10.7461,16,556
SIFT,BRISK,MAT_BF,65,2.62604,-429.389,444,133
SIFT,BRISK,MAT_BF,68,-110.52,809.719,434,129
SIFT,BRISK,MAT_BF,70,22.125,-403.354,426,140
SIFT,BRISK,MAT_BF,70,2.63393,-403.354,426,280
SIFT,BRISK,MAT_BF,71,29.3993,-2412.54,442,148
SIFT,BRISK,MAT_BF,72,88.1064,836.46,443,150
SIFT,BRIEF,MAT_BF,22,6.80636,10.1072,422,95
SIFT,BRIEF,MAT_BF,23,8.43069,10.264,487,91
SIFT,BRIEF,MAT_BF,25,7.14768,10.4673,446,78
SIFT,BRIEF,MAT_BF,26,9.97707,8.93658,433,101
SIFT,BRIEF,MAT_BF,28,12.6681,9.64632,506,104
SIFT,BRIEF,MAT_BF,30,7.52726,11.6309,476,94
SIFT,BRIEF,MAT_BF,34,7.60959,10.1662,591,106
SIFT,BRIEF,MAT_BF,35,6.59279,9.35211,582,102
SIFT,BRIEF,MAT_BF,36,10.6294,7.89952,455,115
SIFT,BRIEF,MAT_BF,39,5.47658,7.67936,603,143
SIFT,BRIEF,MAT_BF,42,5.9427,6.82383,574,126
SIFT,BRIEF,MAT_BF,45,5.60845,7.93818,564,132
SIFT,BRIEF,MAT_BF,47,6.95384,8.79945,500,132
SIFT,BRIEF,MAT_BF,48,nan,11.6945,529,128
SIFT,BRIEF,MAT_BF,52,24.656,35.1421,396,126
SIFT,BRIEF,MAT_BF,54,nan,-5.83368,5,257
SIFT,BRIEF,MAT_BF,55,-2.41361,-6.14816,10,268
SIFT,BRIEF,MAT_BF,55,nan,-91.0609,419,145
SIFT,BRIEF,MAT_BF,56,-2.79273,-7.7151,11,283
SIFT,BRIEF,MAT_BF,56,2.31361,253.297,440,147
SIFT,BRIEF,MAT_BF,57,-23.3578,-6184.46,448,123
SIFT,BRIEF,MAT_BF,58,-2.87375,-10.6627,12,265
SIFT,BRIEF,MAT_BF,59,13.8031,-324.883,452,146
SIFT,BRIEF,MAT_BF,59,2.44033,-324.883,452,292
SIFT,BRIEF,MAT_BF,60,-15.3309,-602.011,416,152
SIFT,BRIEF,MAT_BF,60,2.85,-602.011,416,304
SIFT,BRIEF,MAT_BF,61,-2.84445,-11.4203,14,286
SIFT,BRIEF,MAT_BF,61,-14.4002,-11.4203,14,572
SIFT,BRIEF,MAT_BF,62,-3.20559,-10.8927,13,260
SIFT,BRIEF,MAT_BF,62,2.31257,584.575,440,143
SIFT,BRIEF,MAT_BF,63,-2.56759,-10.9409,16,285
SIFT,BRIEF,MAT_BF,63,-38.2997,-10.9409,16,570
SIFT,BRIEF,MAT_BF,65,2.62604,-787.004,444,136
SIFT,BRIEF,MAT_BF,68,-110.52,4169.19,434,136
SIFT,BRIEF,MAT_BF,71,29.3993,-2829.24,442,153
SIFT,BRIEF,MAT_BF,72,88.1064,654.703,443,155
SIFT,BRIEF,MAT_BF,73,-220.366,-3240.52,422,141
SIFT,FREAK,MAT_BF,3,16.963,13.7147,321,75
SIFT,FREAK,MAT_BF,12,10.1,10.2203,300,61
SIFT,FREAK,MAT_BF,22,6.80636,8.79874,422,86
SIFT,FREAK,MAT_BF,23,8.43069,9.5294,487,70
SIFT,FREAK,MAT_BF,25,7.14768,9.93902,446,66
SIFT,FREAK,MAT_BF,26,9.97707,9.52836,433,91
SIFT,FREAK,MAT_BF,28,12.6681,12.0329,506,90
SIFT,FREAK,MAT_BF,30,7.52726,11.7143,476,87
SIFT,FREAK,MAT_BF,34,7.60959,9.69783,591,88
SIFT,FREAK,MAT_BF,35,6.59279,9.18016,582,84
SIFT,FREAK,MAT_BF,36,10.6294,8.18598,455,107
SIFT,FREAK,MAT_BF,38,4.99238,8.08223,575,121
SIFT,FREAK,MAT_BF,39,5.47658,7.2834,603,114
SIFT,FREAK,MAT_BF,41,5.16145,7.18523,579,101
SIFT,FREAK,MAT_BF,45,5.60845,7.91802,564,119
SIFT,FREAK,MAT_BF,47,6.95384,9.20615,500,111
SIFT,FREAK,MAT_BF,48,nan,10.9342,529,108
SIFT,FREAK,MAT_BF,52,24.656,34.8118,396,108
SIFT,FREAK,MAT_BF,53,29.486,77.3687,411,138
SIFT,FREAK,MAT_BF,53,2.32789,77.3687,411,276
SIFT,FREAK,MAT_BF,54,nan,-5.41629,5,213
SIFT,FREAK,MAT_BF,55,-2.41361,-5.92779,10,219
SIFT,FREAK,MAT_BF,55,nan,-80.1264,419,130
SIFT,FREAK,MAT_BF,56,-2.79273,-7.34587,11,247
SIFT,FREAK,MAT_BF,56,2.31361,742.527,440,134
SIFT,FREAK,MAT_BF,57,-23.3578,1223.64,448,116
SIFT,FREAK,MAT_BF,58,-2.87375,-9.89423,12,221
SIFT,FREAK,MAT_BF,59,13.8031,-248.435,452,124
SIFT,FREAK,MAT_BF,59,2.44033,-248.435,452,248
SIFT,FREAK,MAT_BF,60,-15.3309,-359.839,416,142
SIFT,FREAK,MAT_BF,60,2.85,-359.839,416,284
SIFT,FREAK,MAT_BF,61,-2.84445,-11.2151,14,233
SIFT,FREAK,MAT_BF,61,-14.4002,-11.2151,14,466
SIFT,FREAK,MAT_BF,62,-3.20559,-10.7074,13,236
SIFT,FREAK,MAT_BF,62,2.31257,1435.07,440,126
SIFT,FREAK,MAT_BF,63,-2.56759,-10.6533,16,249
SIFT,FREAK,MAT_BF,63,-38.2997,-10.6533,16,498
SIFT,FREAK,MAT_BF,65,2.62604,-411.588,444,129
SIFT,FREAK,MAT_BF,68,-110.52,1217.54,434,124
SIFT,FREAK,MAT_BF,69,-2.67035,-23.9743,14,276
SIFT,FREAK,MAT_BF,70,22.125,-364.845,426,136
SIFT,FREAK,MAT_BF,71,29.3993,6853.99,442,141
SIFT,FREAK,MAT_BF,72,88.1064,673.133,443,146
SIFT,FREAK,MAT_BF,73,-220.366,-2615.84,422,139
SIFT,SIFT,MAT_FLANN,3,16.963,13.2998,321,97
SIFT,SIFT,MAT_FLANN,25,7.14768,10.9322,446,119
SIFT,SIFT,MAT_FLANN,27,7.06,10.4723,491,133
SIFT,SIFT,MAT_FLANN,30,7.52726,9.82528,476,127
SIFT,SIFT,MAT_FLANN,32,10.9404,12.0517,573,137
SIFT,SIFT,MAT_FLANN,34,7.60959,10.4509,591,140
SIFT,SIFT,MAT_FLANN,35,6.59279,8.49665,582,138
SIFT,SIFT,MAT_FLANN,36,10.6294,8.24822,455,149
SIFT,SIFT,MAT_FLANN,38,4.99238,9.16194,575,162
SIFT,SIFT,MAT_FLANN,39,5.47658,8.6526,603,173
SIFT,SIFT,MAT_FLANN,45,5.60845,8.32855,564,169
SIFT,SIFT,MAT_FLANN,47,6.95384,8.93193,500,170
SIFT,SIFT,MAT_FLANN,48,nan,9.82327,529,168
SIFT,SIFT,MAT_FLANN,52,24.656,31.4523,396,195
SIFT,SIFT,MAT_FLANN,54,nan,-4.89481,5,321
SIFT,SIFT,MAT_FLANN,55,-2.41361,-5.77808,10,341
SIFT,SIFT,MAT_FLANN,55,nan,-80.7997,419,199
SIFT,SIFT,MAT_FLANN,56,-2.79273,-7.09025,11,358
SIFT,SIFT,MAT_FLANN,56,2.31361,332.887,440,191
SIFT,SIFT,MAT_FLANN,57,-23.3578,-1260.18,448,198
SIFT,SIFT,MAT_FLANN,58,-2.87375,-9.2017,12,386
SIFT,SIFT,MAT_FLANN,59,13.8031,-290.39,452,193
SIFT,SIFT,MAT_FLANN,59,2.44033,-290.39,452,386
SIFT,SIFT,MAT_FLANN,60,-15.3309,-643.836,416,195
SIFT,SIFT,MAT_FLANN,60,2.85,-643.836,416,390
SIFT,SIFT,MAT_FLANN,61,-2.84445,-10.918,14,379
SIFT,SIFT,MAT_FLANN,61,-14.4002,-10.918,14,758
SIFT,SIFT,MAT_FLANN,62,-3.20559,-10.234,13,392
SIFT,SIFT,MAT_FLANN,62,2.31257,-923.514,440,188
SIFT,SIFT,MAT_FLANN,63,-2.56759,-10.467,16,423
SIFT,SIFT,MAT_FLANN,63,-38.2997,-10.467,16,846
SIFT,SIFT,MAT_FLANN,65,2.62604,-1016.7,444,202
SIFT,SIFT,MAT_FLANN,68,-110.52,5497.8,434,208
SIFT,SIFT,MAT_FLANN,71,29.3993,-693.866,442,219
SIFT,SIFT,MAT_FLANN,72,88.1064,793.353,443,214
SIFT,SIFT,MAT_FLANN,73,-220.366,-1355.21,422,214
